,agr,art,cons,corp,edu,fin,good,gov,hlth,leg,man,med,org,rec,serv,tech,tran,Groups,Linkedin/bloomberg,company,url,description,query,title,url,intern_check,tableau,ppc,adobe,ms,javascript,excel,social_tools,html,wordpress,ga,sql,seo,stats,cms,email,css,leadership,passion,teamwork,communication,writing,presentation,detail,creative,pr,sales,content,analytics,social_media,digital,paid
297,,,,,,,,,,,,,,,,,,,,L-3 Display Systems,https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=087489&src=JB-10095,"Welcome. You are not signed in.|My Account Options My Job Cart|Sign In Job SearchMy Jobpage Basic Search|Jobs Matching My Profile| Return to the home page Printable Format   Job Description  Marketing Communications Intern - Requisition ID 087489 USA-Georgia-Alpharetta   Description Would you like to join a global leader in the design, development and manufacturing of ruggedized display and processing systems for the world's most advanced applications? If so, L-3 Display Systems which is located in the North Atlanta area is the company for you.  We design products using the latest engineering tools and provide an innovative engineering environment.  Our vision is to provide the best value for our customers by investing in and evolving our products. To reach this goal we need creative and innovate thinkers. Every individual in our company brings to the table a unique background and perspective, a unique set of abilities. Those differences are assets and resources that will determine our success. To compete and win in this industry we continually strive to create an environment where everyone is a valued member of the team with the opportunity to maximize his or her personal contribution. Limitless possibilities exist when different ideas, backgrounds and ways of getting the job done exist. We want you to be a part of our workforce.   Depending on the chosen candidate's area of focus in Marketing, the duties would be one of the following:   Work with our Graphic Artist in preparing the NBAA graphics.  This will entail: Booth graphics, show guide book, conference room graphics, etc.   Work with our Director, Marketing Communications in preparing the EAA AirVenture 2017 logistics.  This will entail:  Organizing data sheets, equipment, designing booth layout, designing outdoor tent workshop, giveaways, etc.   Work with our Media Marketing Communications Manager in drafting 3-4 Press Releases.   Qualifications Currently enrolled in a Bachelor‰Ûªs degree program in Marketing or a related field. A minimum cumulative GPA of 3.0 or higher Proficient in Microsoft Office: Excel, Power Point, etc Strong understanding of technical / analytical tools including database concepts, research methods, and web analytics. Good written, verbal, and presentation skills Passion for numbers and incessant curiosity is essential US citizenship required. Research experience or experience analyzing large sets of data a plus.     L-3 is proud to be an Affirmative Action/Equal Opportunity Employer. L-3 provides equal employment opportunity for all persons, in all facets of employment. L-3 maintains a drug free workplace and performs pre-employment substance abuse testing and background checks. L-3 Display Systems is an equal opportunity employer. We encourage minorities, women, veterans and disabled individuals to apply. Equal Opportunity Employer ‰ÛÒ minorities / females / veterans / individuals with disabilities / sexual orientation / gender identity  US Security Clearance Required:  None Schedule:  Full-time Shift:  Day - 1st Travel:  No Organization:  Division - Display Systems-20000040",marketing+intern,Marketing Communications Intern,https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=087489&src=JB-10095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
223,,,,,,,,,,,,,,,,,,,Cosmetics,L'Oreal,https://career.loreal.com/careers/JobDetail/Baxter-Summer-Intern-Marketing/31837?source=Indeed,"SELECT YOUR LANGUAGE                     DEUTSCH (DE)                     ENGLISH (EN)                     ESPAÌÔOL (ES)                     FRANÌàAIS (FR)                     ITALIANO (IT)                     ¾Ñ´¾ÏÂ»_ (JA)                     PORTUGUÌ_S (PT)                     ¨ÛŠ_ÒŠü_¾Ðà (ZH)                     _Ê_£_Á_Á___÷_ª (RU)                  BAXTER SUMMER INTERN - MARKETING Job Function: Administrative & Assistantship Employment type: Full - Time Location: California - El Segundo Country: USA Brand: Baxter of California Marketing Summer Internship -Must have a 3.0 GPA -We are located in Los Angeles, local candidates only please. -Must be current junior entering senior year Name of Intern:  1)       What are the objectives of the assigned strategic project? Primary Project: 1.       Amazon SEO a.       Search                                                                            i.      Tracker: monitor positions of top products on Amazon search, plus competitors                                                                          ii.      Keyword Audit on PDP (Descriptions, product names, meta data) b.       A+ Content: add content for entire catalog as well as Pomade content c.        Reviews Feedback: monitor ratings & reviews for product feedback and learnings d.       Competitor Analysis: monitor the activity of other menÌÄå¢Ì¢‰Û_åÂÌ¢‰Û_å¢s grooming brands on Amazon to identify new tactics e.       Share relevant content with other etailers  Secondary Project: 2.       Etailers a.       Update Etailer Toolbox with current images, product descriptions & info b.       Etailer Audit:                                                                            i.      Ensure assortment, images and pricing are updated and up to brand standards                                                                          ii.      Onsite & Social presence                                                                         iii.      Identify new etailers to prospect c.        Etailer Marketing Support deck to present to etailers with marketing calendar and support outlined (GWPs, digital assets, social support) d.       Identify which accounts meet criteria for A+ content e.       Additional audit of retailer.coms (BloomingdaleÌÄå¢Ì¢‰Û_åÂÌ¢‰Û_å¢s & Nordstrom)  Additional Projects: Store locator clean up Brick & Mortar Geography Analysis  2)       What are the KPIs/measures of success for the strategic project?  ÌÄ‰Û_Ìâåá         Completed execution of project by end of 10 week summer program ÌÄ‰Û_Ìâåá         Increased visibility into Amazon search results and potentially increase in our ranking ÌÄ‰Û_Ìâåá         Presented executional and actionable next steps to both strategic projects  3)       What is the scope of the day-to-day marketing responsibilities the intern will assume? ÌÄ‰Û_Ìâåá         Creating Amazon search tracker and reporting out to marketing team on results ÌÄ‰Û_Ìâåá         Research on Amazon competitors & tactics ÌÄ‰Û_Ìâåá         Auditing Amazon product pages & Etailer sites ÌÄ‰Û_Ìâåá         Creating deck of Etailer Marketing Support ÌÄ‰Û_Ìâåá         Updating Etailer Toolbox and communicating to sales team  4)       What type of analyses will be expected during execution and presentation of project? ÌÄ‰Û_Ìâåá         Amazon Search analysis ÌÄ‰Û_Ìâåá         Amazon Competitor analysis  5)       How will monitoring the progress of the project be managed? ÌÄ‰Û_Ìâåá         2 - 30 min weekly status meetings on day to day projects ÌÄ‰Û_Ìâåá         Weekly meetings on status of assigned strategic project    We are an Equal Opportunity Employer and take pride in a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, sexual orientation, national origin, age, marital or veteran status, medical condition or disability, or any other legally protected status. Share ‰Ñã Back to job list APPLY FOR THIS JOB ‰Ð¼ CONNECT WITH US",marketing+intern,Marketing Summer Internship,https://career.loreal.com/careers/JobDetail/Baxter-Summer-Intern-Marketing/31837?source=Indeed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0
71,,,,,,,,,,,,,,,,,,,Consumer Goods,La Macchia Enterprises (LME),https://rn22.ultipro.com/MAR1015/JobBoard/JobDetails.aspx?__ID=*7C9C7BBD2849C66E&__jbsrc=F9342B8A-1F6D-4C18-8192-7D958678BB3A,"View All Open Jobs Search Open Jobs Edit Your Profile View Submitted ApplicationsJob DetailsCompany Trisept SolutionsRequisition Number 17-0024Post Date 1/31/2017Title Product Analyst InternCity MilwaukeeState WIDescriptionHave you ever wondered what it would feel like to be a part of an entrepreneurial company where your unique abilities are celebrated, you increase your creative energy and your role adds value every day? Sound impossible? It‰Ûªs not.La Macchia Enterprises (LME) has a unique story of being family-owned for over 40 years. We turn vacation dreams into long-lasting memories by focusing on our customers‰Ûª End-to-End Experience at every touch point. Our 1,000+ team members embody our core values, making us a global leader in leisure travel and technology. Our team is the reason we‰Ûªve earned a spot on the Top Workplaces list for multiple years.Trisept Solutions, a division of LME, was the first to process an online vacation booking. Trisept has continued its evolution working with the leading global airlines, hotels and theme parks to provide cutting-edge technology solutions. Visit www.triseptsolutions.com to continue the story.Now it‰Ûªs your turn to enhance your career with Trisept Solutions. Grow and learn with us as a Product Analyst Intern. You will bring a professional focus and consistency to Travel Agent Solutions‰Ûª product/engagement analytics and research. In this role, you will assist in targeting markets for revenue growth and provide a robust structure for tracking results and making decisions. You will collect and report site KPIs and also conduct primary competitive research scans. A successful Product Analyst Intern will:Conduct ongoing competitive research and analysis of travel technology and emerging competitorsReview and analyze website performance metricsCreate weekly Excel report on key website and marketing metrics to share with company leadership.Assist with creating monthly Delivery Reports for suppliersDevelop a way to turn our voluminous data into business intelligence (revenue opportunity)Assist with ROI analysis for RFPsUndertake other duties and responsibilities as assignedRequirementsApply today to be considered for this internship!$15 per hour.15-20 hours per week with a first shift schedule Monday through Friday.Flexible hours to accommodate class schedule.Working towards a Bachelor's degree in Business or Marketing (BA) from four-year College or university with focus on business management, statistics or related coursework.Must be at a junior or senior standing at the start of the internship and a 3.0 or higher grade point average is preferred.Expertise using Microsoft Office SuiteExcellent interpersonal, consultative, and communication skills (written and verbal)Excellent organizational, planning, facilitation, and prioritization skillsAbility to solve problems under time constraintsKnowledge of principles and processes for providing customer service. This includes customer needs assessment, meeting quality standards for services and evaluation of customer satisfactionConsiders the relative costs and benefits of potential actions to choose the most appropriate oneConceptual knowledge of the marketing analyst disciplineWe are proud to be an EEO/AA employer M/F/D/V. We maintain a drug-free and tobacco-free workplace and perform pre-employment background checks.Apply On-lineSend This Job to a Friend",marketing+intern,Product Analyst Intern,https://rn22.ultipro.com/MAR1015/JobBoard/JobDetails.aspx?__ID=*7C9C7BBD2849C66E&__jbsrc=F9342B8A-1F6D-4C18-8192-7D958678BB3A,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
314,,,,,,,,,,,,,,,,,,,Food Production,Lactalis American Group,http://lactalisamericangroup.com/jobs/?page=&pg=3&id=1184,"HomePressContact UsEmployees Lactalis American Group Our Company Our Cheese Responsibility Careers Careers Training & Development Company Benefits Job Details Job Reference #: WI17-3 Full Time | First Shift How to Apply  Apply Now Online  Download An Application Mail your resume to: Merrill Plant ATTN: Human Resources 8100 Highway K South Merrill, WI 54452 Careers at Lactalis American Group, Inc. åÇ Back to job postings  Marketing Intern Merrill Department: Marketing Position Summary A one-year opportunity, from May 2017 to May 2018. The position is located in Wausau, WI. The intern will be expected to work for one-year at 40 hours per week; will be responsible for assisting the Marketing Manager with: product lines, national brands, and analysis of industry data, volume, and new product innovation. Essential Duties and Responsibilities This includes the following, and other duties may be assigned: 1. Develop, maintain and promote sales efforts by creating the corresponding sales material such as Point of Sale (P.O.S), power point presentations, and industry data. 2. Create/update packaging designs based on new product launch or modifications to current items. 3. Conduct market research and analyze industry data. 4. Communicate results effectively and maintain a disciplined approach to activity and attitude. 5. Work with other departments to achieve overall company objectives when needed. 6. Provide support on other projects as needed, and accomplish tasks as appropriately assigned or requested. 7. Share and promote best-practices throughout the organization. 8. Behave in a professional manner that always represents the Company in the highest ethical standard. 9. Responsible for maintaining a clean and safe working environment. Qualifications ? Candidate will possess an Associate Degree in business, Bachelor‰Ûªs Degree with specialization in marketing preferred. ? Some practical experience through educational projects, prior internships or professional experiences desired. ? Ideal candidate will have the following traits; open-mindedness, strong implication, capacity to understand/analyze and recommend creativity, pro-activity, organizational skills, and team work ability. Apply Now Online Download An Application Mail your resume to: Merrill Plant ATTN: Human Resources - LAGCareers 8100 Highway K South Merrill, WI 54452 Listings per page: 5 | 10 | 20  å©2014 Lactalis American Group, Inc. all rights reserved. Galbani is a å¨ of S.p.A. Egidio Galbani. | President is a å¨ of Lactalis Deli, Inc. | Sorrento & Precious is a å¨ of Lactalis Retail Dairy, Inc. Home | Terms & Conditions | CA Transparency Act | Privacy Policy | Contact Us",marketing+intern,Marketing Intern,http://lactalisamericangroup.com/jobs/?page=&pg=3&id=1184,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0
259,,,,,,,,,,,,,,,,,,,Construction,"Laitram, LLC (Lapeyre Stair, Inc.)",http://domino.laitram.com/corp/jobpostings.nsf/f6f4f9c76f9ab9e9862564ac0073e06d/e5ed6b257d6ea133862580c8007be020!OpenDocument,"Laitram, L.L.C. Job Announcement   Division: Intralox Position: Marketing Analytics Intern Date Posted: 02/15/2017 Location: New Orleans, LA  Description: Intralox, L.L.C. is currently seeking a Marketing Analytics Intern to work in their Marketing Department. This individual will assist in the development of marketing plans, and analysis on Intralox belting.  About Intralox Intralox produces over 50% of the world‰Ûªs modular conveyor belts, but our business is so much more than conveyors. We are working with some of the world‰Ûªs largest companies, helping them solve problems, create efficiencies, and grow the economy. Intralox is one of the five operating divisions of Laitram, LLC, which was selected by CityBusiness as the one of the 2014 Best Places to Work in New Orleans. Intralox Culture We are smart, interesting, and sometimes quirky people solving problems big and small. We are seeking creative, curious, and intelligent people to join our ranks. Our company was founded on the power of a good idea. And we know that good ideas can only come from people. Because of this, we believe that self-managed people are our greatest resource and pride ourselves on our outstanding culture to support them. See us in action on YouTube!!!!!   Responsibilities: åá Assisting in the execution of marketing plans åá Conducting brand analysis and competitive analysis åá Assisting with customer visits to Company Headquarters åá Tracking key metrics for project analysis åá Preparing presentations åá Supporting social media program and website updates åá Assisting with video and still photography shoots on location åá Managing special projects åá This position provides the opportunity to participate in: o Global Marketing meetings o Kick-off and status meetings for new product release projects o Corporate identity campaign meetings o Company updates and meetings o Industry team meetings (global) Requirements: åá Pursuing a Bachelor‰Ûªs degree in Commerce/Business/Management degree with a specialization in Marketing. åá Individual who thrives in a team environment. åá Must have exceptional interpersonal, organizational and analytical skills, along with practical creativity and the ability to take initiative. åá Solid understanding of the Microsoft office suite is required.  EOE/M/F/Vet/Disabled *LI-MD1",marketing+intern,Marketing Analytics Intern,http://domino.laitram.com/corp/jobpostings.nsf/f6f4f9c76f9ab9e9862564ac0073e06d/e5ed6b257d6ea133862580c8007be020!OpenDocument,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0
40,,,,,,,,,,,,,,,,,,,Construction,"Laitram, LLC (Lapeyre Stair, Inc.)",http://domino.laitram.com/corp/jobpostings.nsf/f6f4f9c76f9ab9e9862564ac0073e06d/4ffe6d60a6c0af6e862580c8007cae97!OpenDocument,"Laitram, L.L.C. Job AnnouncementDivision: IntraloxPosition: Graphic Design InternDate Posted: 02/15/2017Location: New Orleans, LADescription:Intralox, L.L.C. is currently seeking a Graphic Design Intern to work in their Marketing Department. This internship is a hands-on opportunity to learn the process of working on different B2B projects and campaigns in a global department that creates marketing collateral from landing pages to PowerPoint presentations and infographics to digital campaigns and interactive design, and more.About IntraloxIntralox produces over 50% of the world‰Ûªs modular conveyor belts, but our business is so much more than conveyors. We are working with some of the world‰Ûªs largest companies, helping them solve problems, create efficiencies, and grow the economy.Intralox is one of the five operating divisions of Laitram, LLC, which was selected by CityBusiness as the one of the 2014 Best Places to Work in New Orleans.Intralox CultureWe are smart, interesting, and sometimes quirky people solving problems big and small. We are seeking creative, curious, and intelligent people to join our ranks. Our company was founded on the power of a good idea. And we know that good ideas can only come from people. Because of this, we believe that self-managed people are our greatest resource and pride ourselves on our outstanding culture to support them. See us in action on YouTube!!!!!Responsibilities:åá Interacting with the global marketing team to define the requirements of various design projects, including creative briefs, deadlines, and measurable goalsåá Designing and/or editing a wide variety marketing collateralåá Assisting designers, copy writers, and other members of the marketing team with design projectsåá Working with business stakeholders on customer-facing presentationsRequirements:åá Completed at least 2 years in a degree-seeking program at an accredited institution of higher learning, focused on graphic designåá Well-developed skills in the fundamentals of design and the tools of the trade, including Photoshop, InDesign, Illustrator, Microsoft Office Suiteåá The ability to help manage the production of work through the necessary approval processåá A deadline-driven focusåá Excellent communication skillsåá Ability to manage multiple projects and timelinesåá Passion for learning about B2B marketing, business challenges, project management, and designåá Ability to work independently with strict deadlinesåá Ability to take in, process and act upon feedbackåá Have great attention to detail and a streak of curiosityåá Awareness of current design trends for print and digital space, desktop and mobile platformsEOE/M/F/Vet/Disabled*LI-MD1",digital+marketing+intern,Graphic Design Intern,http://domino.laitram.com/corp/jobpostings.nsf/f6f4f9c76f9ab9e9862564ac0073e06d/4ffe6d60a6c0af6e862580c8007cae97!OpenDocument,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
41,,,,,,,,,,,,,,,,,,,Construction,"Laitram, LLC (Lapeyre Stair, Inc.)",http://domino.laitram.com/corp/jobpostings.nsf/f6f4f9c76f9ab9e9862564ac0073e06d/e5ed6b257d6ea133862580c8007be020!OpenDocument,"Laitram, L.L.C. Job AnnouncementDivision: IntraloxPosition: Marketing Analytics InternDate Posted: 02/15/2017Location: New Orleans, LADescription:Intralox, L.L.C. is currently seeking a Marketing Analytics Intern to work in their Marketing Department. This individual will assist in the development of marketing plans, and analysis on Intralox belting.About IntraloxIntralox produces over 50% of the world‰Ûªs modular conveyor belts, but our business is so much more than conveyors. We are working with some of the world‰Ûªs largest companies, helping them solve problems, create efficiencies, and grow the economy.Intralox is one of the five operating divisions of Laitram, LLC, which was selected by CityBusiness as the one of the 2014 Best Places to Work in New Orleans.Intralox CultureWe are smart, interesting, and sometimes quirky people solving problems big and small. We are seeking creative, curious, and intelligent people to join our ranks. Our company was founded on the power of a good idea. And we know that good ideas can only come from people. Because of this, we believe that self-managed people are our greatest resource and pride ourselves on our outstanding culture to support them. See us in action on YouTube!!!!!Responsibilities:åá Assisting in the execution of marketing plansåá Conducting brand analysis and competitive analysisåá Assisting with customer visits to Company Headquartersåá Tracking key metrics for project analysisåá Preparing presentationsåá Supporting social media program and website updatesåá Assisting with video and still photography shoots on locationåá Managing special projectsåá This position provides the opportunity to participate in:o Global Marketing meetingso Kick-off and status meetings for new product release projectso Corporate identity campaign meetingso Company updates and meetingso Industry team meetings (global)Requirements:åá Pursuing a Bachelor‰Ûªs degree in Commerce/Business/Management degree with a specialization in Marketing.åá Individual who thrives in a team environment.åá Must have exceptional interpersonal, organizational and analytical skills, along with practical creativity and the ability to take initiative.åá Solid understanding of the Microsoft office suite is required.EOE/M/F/Vet/Disabled*LI-MD1",marketing+intern,Marketing Analytics Intern,http://domino.laitram.com/corp/jobpostings.nsf/f6f4f9c76f9ab9e9862564ac0073e06d/e5ed6b257d6ea133862580c8007be020!OpenDocument,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0
1298,,,,,,,,,,,,,,,,,,,Religious Institutions,Lake Hills Church,https://www.indeed.com/cmp/Lake-Hills-Church/jobs/Internship-07286e6625b2b4e5?sjdu=QwrRXKrqZ3CNX5W-O9jEvbHpMALlnubbOG_y8ZQE8DuKn4Q1GzsZL_pUNsc6WG2poMIjKU0MVT0Zq1YyyOkFBw,"The internship requires candidates to attend weekly staff meetings, services, leadership training, and other church events. Previous volunteer experience is preferred, but not required for acceptance as an intern. The primary requirement is a genuine desire to be involved in full-time ministry.Lake Hills Church is a new church that launched the fall of 2016 in Groveland, FL. Pastors Micky and Tenille Johnson were on staff at 7 Hills Church in Florence, KY for the last 10 years. During this time, the church grew from a few hundred to over 5,000 in weekly attendance. Micky’s role as Executive Pastor and Tenille’s role as Associate Director provided them with priceless experience that is now being used to build a life-giving church in Central Florida.We are now accepting applications for intern positions that will begin March 18, 2017. Intern candidates should be between the ages of 17 and 25. A total of seven positions will be available. Intern positions will require a 20-hour commitment each week, while still allowing flexibility to work part-time or take college courses. If you feel you would like to one day work for a church or be involved in ministry this is an excellent opportunity for you. This on the job experience will be a valuable asset for those who are accepted. We are currently looking for interns in the following areas:MusiciansVocalistsVideo productionSound/lighting operatorsChildren’sYouth MinistryFacilities/set-upThe internship is a non-paid position. After completing six months, interns are eligible for both contracted positions and regular positions as roles become available.BEFORE YOU APPLYVisit our website at www.lakehills.church and learn more about the type of church God has called us to become. Here you will find links to our social media sites as well.If you would like to apply, please follow the link (or copy and paste the link) below and fill out this online application: https://lakehillsch.wufoo.com/forms/lake-hills-church-intern-application/HELPFUL LINKSOur Beliefs - http://www.lakehills.church/what-we-believe/About Us - http://www.lakehills.church/#aboutOur Home/Supporting Church - http://www.7hillschurch.tv/Affiliated With - http://www.arcchurches.com/Job Type: InternshipJob Location:Groveland, FL",social+media+intern,Internship,https://www.indeed.com/cmp/Lake-Hills-Church/jobs/Internship-07286e6625b2b4e5?sjdu=QwrRXKrqZ3CNX5W-O9jEvbHpMALlnubbOG_y8ZQE8DuKn4Q1GzsZL_pUNsc6WG2poMIjKU0MVT0Zq1YyyOkFBw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2105,,,,,,,,,,,,,,,,,,,,Laker Babe Cave,https://www.indeed.com/cmp/Laker-Babe-Cave/jobs/Marketing-Internship-38f09b3380a7d7d8,"Join the Ultimate Babe Cave experience as we launch near Grand Valley State University! We are looking for a creative, forward thinking, and social marketing intern. Do you love social media? Love people? Know your way around Facebook, Instagram and Snapchat? We are looking for you! This position will allow you to be completely hands on, try your ideas and fully see the outcome it has on the salon in real time.This is a paid internship. Hourly and bonus commission.Job Type: InternshipJob Location:Allendale, MI",marketing+intern,Marketing Internship,https://www.indeed.com/cmp/Laker-Babe-Cave/jobs/Marketing-Internship-38f09b3380a7d7d8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
214,,,,,,,,,,,,,,,,,,,Chemicals,LANXESS Corporation,https://recruiting.ultipro.com/LAN1006/JobBoard/e4982d67-74da-90c5-bf4d-6cf869f97c2c/OpportunityDetail?opportunityId=bac5c17b-3d6f-4c4f-ba15-123ea5132ba0,"Find Opportunities U.S. English Sign In Summer Intern - Sales/Marketing - MPP (2 positions) Operations Apply now Posted: March 2, 2017 Full-Time Pittsburgh, PA, United States Who we are: LANXESS is a leading specialty chemicals company with sales of EUR 7.9 billion in 2015 and roughly 16,200 employees in 29 countries. The company is currently represented at 52 production sites worldwide. The core business of LANXESS is the development, manufacturing and marketing of plastics, rubber, intermediates and specialty chemicals. LANXESS is a member of the leading sustainability indices Dow Jones Sustainability Index (DJSI World and DJSI Europe) and FTSE4Good. LANXESS Corporation offers an extensive internship program where undergraduate and graduate level talent work across various company functions to gain valuable hands-on experience in a fast-paced corporate environment.   As a Summer Intern Sales/Marketing in our MPP (Materials Protection Products) Business unit you will be one of two interns - one sales oriented  and one technical, chemical engineer desirable, to complete market studies and applications analysis for market areas like Water treatment and Plastics applications. You will perform the following tasks: Conduct market research and data analysis for relevant application fields (e.g polymer emulsions, paints & coatings); Present an executive summary related to market research Prepare competition analysis and benchmarking information Research company profile of potential customers Maintain key account profile management Conduct cold calling of prospect customers In order to accomplish this you must have:  Completed your sophomore year or higher in Business Administration with a major in marketing; Engineering or Chemistry with a minimum of a 3.0 GPA Experience in data analysis and presentation Excel data managing, pivot tables and graph design Powerpoint presentations Communications skills both written and phone Sales and/or marketing background or training Technical understanding in marketing and market data trends    Must include a resume.   LANXESS is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, veteran status or disability.   Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor‰Ûªs legal duty to furnish information. Interested in learning more about LANXESS?",marketing+intern,Intern - Sales and Marketing,https://recruiting.ultipro.com/LAN1006/JobBoard/e4982d67-74da-90c5-bf4d-6cf869f97c2c/OpportunityDetail?opportunityId=bac5c17b-3d6f-4c4f-ba15-123ea5132ba0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
188,,,,,,,,,,,,,,,,,,,Media Production,LAX Sports Network,http://liveeventjobs.teamworkonline.com/teamwork/r.cfm?i=109782,"The Premiere Association Supporting and Enabling Festival & Event Professionals Worldwide Customer Sign In Member Sign In Cart: 0 Item(s) Shop IFEA About IFEA Education Resources Membership Industry Awards IFEA and Live Event Jobs Current Openings | My Account - TeamWork Online | Mobile |  Internship: Any Internship Marketing Internship - Lax Sports Network (Woburn, MA)  Details: The position begins in the Summer and requires earning college credit. Office is located in Woburn, MA. Must be able to come into the office to work for 12-15 hours a week. Essential Duties and Responsibilities: Assist with creating a long term social media plan and marketing calendar. Track social media and website analytics using Google Analytics and report results and new ideas to our marketing team. Assist our Social Media Manager with posting content on social media Write content for daily newsletter emails in Hubspot. Grassroots marketing- working at lacrosse events and games in the Boston area by handing out flyers, giveaways and promoting Lax Sports Network. Plenty of additional opportunities in other areas of marketing, graphic design and production. Qualifications: Studying Marketing or Communication/PR Strong communication skills. Organized, with an ability to prioritize time-sensitive assignments. Available to work events on the weekends and some week nights. Familiarity with social networking sites. Preferred experience with Adobe Photoshop. Preferred knowledge of lacrosse. Apply for this position 0 Click here to see all of our employment opportunities.   Select Language Afrikaans Albanian Amharic Arabic Armenian Azerbaijani Basque Belarusian Bengali Bosnian Bulgarian Catalan Cebuano Chichewa Chinese (Simplified) Chinese (Traditional) Corsican Croatian Czech Danish Dutch Esperanto Estonian Filipino Finnish French Frisian Galician Georgian German Greek Gujarati Haitian Creole Hausa Hawaiian Hebrew Hindi Hmong Hungarian Icelandic Igbo Indonesian Irish Italian Japanese Javanese Kannada Kazakh Khmer Korean Kurdish (Kurmanji) Kyrgyz Lao Latin Latvian Lithuanian Luxembourgish Macedonian Malagasy Malay Malayalam Maltese Maori Marathi Mongolian Myanmar (Burmese) Nepali Norwegian Pashto Persian Polish Portuguese Punjabi Romanian Russian Samoan Scots Gaelic Serbian Sesotho Shona Sindhi Sinhala Slovak Slovenian Somali Spanish Sundanese Swahili Swedish Tajik Tamil Telugu Thai Turkish Ukrainian Urdu Uzbek Vietnamese Welsh Xhosa Yiddish Yoruba Zulu Powered by Translate Technical problems? Contact the TeamWorkOnline webmaster / FAQ TeamWorkOnline Privacy Policy (Opens Popup Window)  Home | About IFEA | Education | Resources | Membership | Industry Awards | Contact | Site Map | Privacy & Terms Copyright å©2014, International Festivals & Events Association. All Rights Reserved.   Follow us        Powered by",marketing+intern,Marketing Intern,http://liveeventjobs.teamworkonline.com/teamwork/r.cfm?i=109782,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0
